address,agent_name,agent_url,area,available,balcony,construction_type,deposit,description,duration,dwelling_type,energy_rating,garden,house_name,house_url,interior,number_of_bathrooms,number_of_bedrooms,number_of_rooms,offered_since,pets_allowed,price,property_type,rental_agreement,service_cost,smoking_allowed,status,year_of_construction
9601 GC (Noorderpark),Ad Hoc Groningen,https://www.pararius.com/real-estate-agents/groningen/ad-hoc-groningen,74 m²,2024-12-02 00:00:00,Not present,Existing building,300.0,"
                ,Description,

                                                        ,In Hoogezand, we have a nice property of approximately 60m² available on an anti-squatting basis. The property includes multiple bedrooms, a kitchen, a toilet, a bathroom, and a balcony.,
,It is located just a 5-minute bike ride from the center of Hoogezand. The center of Groningen, with various shops, supermarkets, public transport, and restaurants, is a 20-minute drive away.,
,The monthly fee is €200.00, excluding utilities and service costs.,
                            ",,Flat,,Not present,For rent: Flat Barentszstraat in Hoogezand,https://www.pararius.com/apartment-for-rent/hoogezand/43ee6809/barentszstraat,Shell,1,1,2,2024-11-20 00:00:00,No,200.0,"Gallery flat, Apartment",Unlimited period,Excludes: Service costs,No,For rent,1955
3016 BE (Nieuwe Werk),Ooms Makelaars Woningen,https://www.pararius.com/real-estate-agents/rotterdam/ooms-makelaars-woningen,52 m²,In consultation,Not present,Existing building,,"
                ,Description,

                                                        ,Nice furnished apartment for rent in Rotterdam with 1 bedroom in the Nieuwe Werk district.,
                            ",,Flat,A+,Not present,For rent: Flat Van Vollenhovenstraat 3 703 in Rotterdam,https://www.pararius.com/apartment-for-rent/rotterdam/cca5c1fe/van-vollenhovenstraat,Furnished,,1,2,2024-11-20 00:00:00,,1775.0,"Mezzanine, Apartment",,Includes: Service costs,,For rent,1970
1181 AH (Randwijck Oost),Valerius Rentals,https://www.pararius.com/real-estate-agents/amsterdam/valerius-rentals,69 m²,In consultation,Not present,Existing building,,"
                ,Description,

                                                        ,Completely renovated (high quality) and UNFURNISHED 2 bedroom apartment with garden located in the beloved Randwijck neighborhood of Amstelveen.,
,Lay out:,
Well sized entrance, with storage for coats. Entering the apartment, the bedrooms are both on the front side of the apartment. The hallway gives access to the separate lavatory and the well sized bathroom that is fitted with a large walk in shower and a sink with cabinet and mirror. The master bedroom can be reached through the walk in wardrobe that also holds the washing machine and dryer.,
The second bedroom is located next to the master and is off a good size can very well be used as a permanent bedroom also.,
,The bright living and open kitchen are facing the garden. The kitchen is fully equipped with oven, separate micro wave, induction cooktop, fridge freezer and dishwasher. The counter top works great as a breakfast bar.,
,The sliding doors to the garden create an extension of the living room when fully opened.,
,The garden is green but at the same time low maintenance. The shed can store several bicycles and can be reached by walking around the house as well.,
,Rent is excl. g/w/e, tv/int and local taxes.,
,DISCLAIMER,
This information has been compiled by us with the necessary care. On our part, however, no liability is accepted for any incompleteness, inaccuracy or otherwise, or its consequences. All sizes and dimensions are indicative.,
                            ",,Flat,C,"Present (50 m², located on the west)",For rent: Flat Berkenrodelaan in Amstelveen,https://www.pararius.com/apartment-for-rent/amstelveen/d56ac592/berkenrodelaan,Upholstered,1,2,3,2024-11-20 00:00:00,,2450.0,"Downstairs apartment, Apartment",,,,For rent,1951
1052 AB (Staatsliedenbuurt),Van Huis Uit Makelaars,https://www.pararius.com/real-estate-agents/amsterdam/van-huis-uit-makelaars,85 m²,2024-12-02 00:00:00,Not present,Existing building,4960.0,"
                ,Description,

                                                        ,Charming, furnished, beautifully lit 3-room apartment. Quiet living on the canal but all amenities within close distance.,
The view of the canal is already enjoyable. Once outside, you will find the Van Limburg Stirumstraat around the corner with a varied range of shops, including 2 supermarkets. Just a few minutes' walk and you are in the Jordaan, with many more shops and specialty shops, restaurants, terraces and coffee shops.,
A little further on you will find the Westerpark with its bustling Westergasterrein with many creative activities and catering establishments.,
,Layout:,
Entry into the attractive living room adjacent to the open kitchen which is equipped with a dishwasher, microwave, oven, fridge-freezer and a 5-burner gas stove. Access to deal via the living room which provides access to all other rooms. Spacious separate toilet, bathroom with bathtub, walk-in shower and double sink.  Two spacious bedrooms, both of which provide access to the spacious, sunny garden. ,
,Particularities:,
,
,Rental price: €2.500, -,
,Start date: 01-12-2024,
,Deposit: 2 months rent. ,
,Contract type: Model A, onbepaald tijdscontract met een minimale huurperiode van 12 maanden. ,
,Delivery: upholstered. ,
,
,Accessibility:,
Various public transport connections are located in the immediate vicinity and by car you can quickly reach the A10 ring road via the S103 and S102.,
,Protocol for allocation of rental properties to prospective tenants:,
******,
                            ",,Flat,B,Present (48 m²),For rent: Flat De Wittenkade in Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/e11e1acb/de-wittenkade,Upholstered,1,2,3,2024-11-20 00:00:00,,2500.0,"Downstairs apartment, Apartment",,Includes: Service costs,,For rent,1884
8011 TA (Binnenstad-Zuid),Maxx Zwolle,https://www.pararius.com/real-estate-agents/zwolle/maxx-zwolle,55 m²,2025-02-01 00:00:00,,Existing building,,"
                ,Description,

                                                        ,NICE APARTMENT IN THE CENTER OF ZWOLLE ,
,INTEREST?,
,You can leave a reaction via the website of Maxx by clicking on 'Yes I am interested'. We are not able to process your reaction by phone. After scheduling viewings with the current occupant, candidates who have responded to the property will be invited in chronological order. So respond as soon as possible!,
,AVAILABILITY & RENTAL PERIOD,
,The property is available from February 1, 2025 for a minimum rental period of 12 months. After this, the rental contract will be automatically extended for an indefinite period. You can then terminate the rent taking into account 1 calendar month.,
,RENTAL PRICE AND DEPOSIT,
,The rent is excluding gas, water, electricity and municipal taxes. For this you need a contract with a supplier. The rent is also excluding service costs for the common areas, for which a monthly fee of 80 euros will be charged. The deposit is equal to one month's gross rent. The deposit will be returned when the accommodation is returned to the landlord in at least the same condition.,
,RENT REDUCTION,
,The accommodation does not meet the requirements for applying for rent allowance. ,
,CANDIDATE,
,For this property we are looking for a working candidate or couple. Guarantor status is a plus.,
,ABOUT THE PROPERTY,
,This property is located in the city center of Zwolle, on the Old Fish Market. From the living room with large windows you have a view over Zwolle's shopping street, the Diezerstraat. This means that plenty of shopping opportunities are literally a stone's throw away. For shopping you can go to the Diezerpoort shopping center or the city supermarket which is also just around the corner. ,
,The apartment is located on the second floor. Upon entering the apartment you reach through a hallway the living room with an adjoining kitchen.,
,The apartment has one bedroom and bathroom with shower and sink. There is a separate toilet. ,
,All in all a nice apartment in a characteristic building right in the center of Zwolle.,
                            ",,Flat,,,For rent: Flat Oude Vismarkt 7 C in Zwolle,https://www.pararius.com/apartment-for-rent/zwolle/cfe5e0ef/oude-vismarkt,,,,1,2024-11-20 00:00:00,,893.0,"Gallery flat, Apartment",,,,For rent,1990
8051 GV (Binnenstad),Maxx Zwolle,https://www.pararius.com/real-estate-agents/zwolle/maxx-zwolle,40 m²,2024-12-02 00:00:00,,Existing building,,"
                ,Description,

                                                        ,NICE APARTMENT IN THE CENTER OF HATTEM,
,INTEREST?,
,You can leave a reaction via the website of Maxx by clicking on 'Yes I am interested'. We are unable to process your response by phone. After scheduling viewings with the current occupant, candidates who have responded to the property will be invited in chronological order. So respond as soon as possible!,
,AVAILABILITY & RENTAL PERIOD,
,The property is available for a minimum rental period of 12 months. The rental contract will then be automatically extended for an indefinite period. You can then terminate the rent taking into account 1 calendar month.,
,RENTAL PRICE AND DEPOSIT,
,The rent is excluding gas, water, electricity and municipal taxes. For this you need a contract with a supplier. The rent is also excluding service costs for the common areas, for which a monthly charge of 50 euros will be made. The deposit is equal to two months gross rent. The deposit will be returned when the accommodation is returned to the landlord in at least the same condition.,
,RENT REDUCTION,
,The accommodation does not meet the requirements for applying for rent allowance.,
,CANDIDATE,
,For this property we are looking for a working candidate or couple. Guarantor status is a plus.,
,ABOUT THE PROPERTY,
,This property is located in downtown Hattem. Right around the corner from the house you will find the shopping street of Hattem with plenty of shopping opportunities. By car you can reach the railway station of Zwolle in less than 15 minutes or the other arterial roads in 5 minutes. There is also a bus stop 5 minutes by bike from the house. For groceries you will reach a supermarket in less than 5 minutes walk. All in all, a nice central location. ,
,The property in question can be found on the first floor of the complex in which there are several apartments. The property features a modern kitchen with built-in oven and microwave, dishwasher, built-in extractor and induction hob. The living room is bright and is with the window adjacent to the street leading to the shopping street. There is one bedroom and a bathroom which has a shower and sink. Here is also the possibility of placing a washing machine. There is a separate toilet.,
                            ",,Flat,A+,,For rent: Flat 3e Walsteeg 12 in Hattem,https://www.pararius.com/apartment-for-rent/hattem/8b510399/3e-walsteeg,,,,1,2024-11-20 00:00:00,,1075.0,"Gallery flat, Apartment",,,,Under option,1990
3445 CA (Staatsliedenkwartier),Interhouse verhuurmakelaars Utrecht,https://www.pararius.com/real-estate-agents/utrecht/interhouse-verhuurmakelaars-utrecht,179 m²,2025-01-01 00:00:00,,Existing building,,"
                ,Description,

                                                        ,Practical semi-detached single family home offered for rent in a quiet residential area in Woerden. This semi furnished property has 4 bedrooms and an extra work space with separate entrance. Both the center of Woerden and the train station can be reached within a few minutes by bike or car. The highways to the A12 and A2 are also easily accessible from this location.  ,
,Ground floor:,
The entrance to the property can be reached via the front garden. The meter cupboard, toilet and living room can be reached via the hallway. The spacious living room offers a view of the front garden and the street. The dining area and the semi-open kitchen are located at the rear. The 1st floor can also be reached from the living room. The kitchen is equipped with all conveniences, such as a refrigerator, a freezer, a microwave, an oven, a dishwasher, a gas hob, an extractor fan and a Quooker. The kitchen also has a bar. Both the back garden and the study can be reached via the kitchen. The study offers a view of the back garden and at the front there is access to the second separate hallway with front door and a separate storage room.  ,
,1st floor:,
The landing can be reached via the staircase, which is closed off with a door. This door leads to a second landing that provides access to the very spacious master bedroom. This bedroom has a sink and offers access to a south-east facing balcony. In addition, a second bedroom and a bathroom can be reached via the landing. The bathroom has a shower, a toilet, and a double sink with furniture and a design radiator.  ,
,2nd floor:,
The landing on the 2nd floor can be reached via a fixed staircase. There is plenty of storage space in the attic and there is room for a washing machine and dryer. There are also two spacious bedrooms with storage space.  ,
,In the northwest-facing backyard there is an extra storage room with veranda.,
                            ",,House,D,Present (located on the north-west),For rent: House V.d. Duijn van Maasdamlaan in Woerden,https://www.pararius.com/house-for-rent/woerden/c2862d33/v-d-duijn-van-maasdamlaan,Upholstered,,,6,2024-11-20 00:00:00,,2995.0,"Terraced semi-detached house, Family home",,,,For rent,1971
3439 NE (Rijnhuizen),Lemon Suites,https://www.pararius.com/real-estate-agents/eindhoven/lemon-suites,84 m²,2025-02-01 00:00:00,Present,Existing building,,"
                ,Description,

                                                        ,Lovely apartment with balcony for rent in Nieuwegein with 2 bedrooms in the Rijnhuizen district.,
                            ",,Flat,A,Not present,For rent: Flat Fultonbaan 7 33 in Nieuwegein,https://www.pararius.com/apartment-for-rent/nieuwegein/356f9e3d/fultonbaan,Shell,1,2,3,2024-11-20 00:00:00,,1395.0,Staircase-accessed flat,,,,For rent,2022
3011 HC (Stadsdriehoek),MRG Real Estate,https://www.pararius.com/real-estate-agents/rotterdam/mrg-real-estate,130 m²,2025-01-01 00:00:00,Present,Existing building,,"
                ,Description,

                                                        ,The Apartment building ‘The Connection Rotterdam’ has an unrivaled prima A location in the heart of the Rotterdam Centre area with spacious views on the Market Square and The Laurens Church. Tranquile and car-free next to public transport (Blaak Station) just 150 meter distance from train, metro and tram stations, and 7 minutes walk to Central Station. South faced, unique relax greenfields, in front of the door. Next to your doorstep you find many bars and restaurants, shops, the library, Markethall, Erasmus University College and sport facilities,,
,Historic former telephone headquarters, completely stripped and new build in 2020 . Ceilings from 4,5 up to 7,50 meter. In the winter underfloor floor heating and in summer floor cooling ! Unique 70 % energy efficient building, entire roof consists of solar panels & sunboilers. Gated parking available below in the building.,
,THE APARTMENT,
,Beautiful luxurious 3- room apartment with 1 bathroom on the 4th floor. Total of 125 m2 with 2 balconies. Luxury furnished and fully equipped. The spacious and secured entrance gives access to the modern elevator and basement (storage rooms). Experience the classic spaciousness upon entering, partly due to the ceilings at 4,5 meters. An oasis of light enters through the very high windows, which gives an insight into the bustle of the city, from the comfortable and relaxing living spaces. The large steel glass doors, atmospheric paneling and high end interior design complete the warm entry. Video intercom system.,
,KITCHEN & LIVING:,
Furnished from a high standard of luxury.,
The open kitchen is fully equipped with induction cooking, washing machine, (combi-) oven, 2 separate fridge, freezer, espresso machine and all necessary utensils.,
The living room contains, high- quality furniture, LED television and access to the balcony(/ies).,
,BEDROOMS & WARDROBES:,
The bedrooms have generous and comfortable beds, every bedroom also has a large LED smart TV. There is plenty storage space in the built-in wardrobes. Excellent styling combined with the use of quality materials make you feel at home right away.,
,BATHROOMS:,
Each apartment has a bathroom with Rain shower. The bathroom of the 2nd bedroom is en-suite. A wash/ drying machine is built within a closet.,
,SERVICES AND FACILITIES,
Our all inclusive rental package is based on the highest standards and ensures maximum convenience. No need to worry about television and internet subscriptions, energy contracts, furniture or inventory. Rent without hassle and enjoy a complete service in these beautiful and brand-new apartments!,
,THE RENT INCLUDES,
Upholstery, furnishing, equipment,
Inventory,
Contribution fee for maintenance of general installations,
(such as solar, heating systems, security, elevator, intercom),
Contribution fee for cleaning of general areas,
Contribution fee for apartment installations,
Internet subscription,
Television subscription,
,ADDITIONAL SERVICES,
Optional gated parking, additional fee ( € 200,- a month),
Water & Electricity is fixed fee independent of use (€ 275,- a month (mandatory).,
Additional services, for example cleaning, can be arranged upon request.,
All information and media are based on specifications provided by the landlord, indicative and not legally binding.,
,For further details on the apartment(s) and its specifications, please contact MRG Real Estate.,
,******,
                            ",,Flat,A+++++,Not present,For rent: Flat Binnenrotte in Rotterdam,https://www.pararius.com/apartment-for-rent/rotterdam/82ebccaa/binnenrotte,Furnished,1,2,3,2024-11-20 00:00:00,,2925.0,Staircase-accessed flat,Unlimited period,"Includes: Internet, Service costs",,For rent,2020
8441 BG (Noord),Ten Cate Real Estate,https://www.pararius.com/real-estate-agents/sneek/ten-cate-real-estate,128 m²,2024-12-02 00:00:00,Not present,Existing building,2100.0,"
                ,Description,

                                                        ,Conveniently located apartment for rent in Heerenveen with 3 bedrooms in the Noord district.,
                            ",Minimum of 12 months,Flat,,Not present,For rent: Flat Herenwal in Heerenveen,https://www.pararius.com/apartment-for-rent/heerenveen/0cb00079/herenwal,Furnished,1,3,4,2024-11-20 00:00:00,No,,Upstairs apartment,Unlimited period,"Includes: Electricity, Gas, Internet, Service costs, Water",No,For rent,1960
2907 AV (Dansenbuurt-noord),Rotterdam Apartments,https://www.pararius.com/real-estate-agents/rotterdam/rotterdam-apartments,92 m²,2024-12-07 00:00:00,Present,Existing building,1255.0,"
                ,Description,

                                                        ,Furnished 3 bed-room apartment in Capelle aan den IJssel - Schollevaar district This spacious, somewhat dated home is offered as-is . Located in the quiet Schollevaar district, the home is easily accessible by both public transport and car. Several bus lines (line 30) are nearby, and the Oosterflank and Alexander metro stations are just a 10-minute walk away. In addition, you can reach Schollevaar or Alexander train stations within 5 minutes by bike. Alexandrium shopping center and the A20 motorway are also quickly accessible.,
,Layout: First floor Entrance through the hall with access to the toilet with washbasin. The bright living room is located at the rear and offers access to the balcony. The closed kitchen in L-shape, executed in a gray color scheme, is equipped with various appliances, including an electric hob, combi oven and extractor hood. Second floor Via the stairs you reach the upper floor with three rooms: Bedroom 1 : Equipped with a spacious double bed, air conditioning and linen cupboard. Bedroom 2 : Includes a single bed. Bedroom 3 : Currently used as a study; an extra bed can be added. The fully tiled bathroom is finished in white and equipped with a shower, washbasin with mirror, and washing machine. Particulars The house is fitted with carpet. If desired, the tenant can replace the floor, for example with laminate, to his own taste. The interior is functional but somewhat dated. Potential tenants should take this into account. Please note: The property is rented in its current condition, as is.,
                            ",,Flat,B,,For rent: Flat Zwaarddans in Capelle aan den IJssel,https://www.pararius.com/apartment-for-rent/capelle-aan-den-ijssel/03f30d10/zwaarddans,Furnished,,3,4,2024-11-20 00:00:00,No,1255.0,Gallery flat,,Includes: Service costs,,For rent,1979
1058 LT (Hoofddorppleinbuurt),Van Huis Uit Makelaars,https://www.pararius.com/real-estate-agents/amsterdam/van-huis-uit-makelaars,85 m²,2025-01-15 00:00:00,Present,Existing building,5960.0,"
                ,Description,

                                                        ,NOT SUITABLE FOR 2 OR 3 SHARERS,
Double upper house with spacious roof terrace, a balcony and 3 bedrooms on the second and third floor + attic, located in the very popular Hoofddorppleinbuurt; in the green and quiet Hillegomstraat. where you will find  the Westlandgracht around the corner, within walking distance you will find nice restaurants and cafes and various shops, including a few delicatessens shops.,
The Vondelpark and the Rembrandtpark are just around the corner; the Amsterdamse Bos and De Nieuwe Meer are also nearby. ,
,Layout:,
Entrance through the staircase you reach the second floor with the stairs, entering the hall with access to the spacious, bright living room and dining area at the front. Closed kitchen at the rear which is equipped with a dishwasher, refrigerator, separate freezer, 4 burner gas stove and a combi oven from the access to the balcony.,
Via the internal staircase you reach the third floor with 3 bedrooms; the master bedroom with a double bed and the second bedroom with a single bed which gives access to the spacious sunny roof terrace. The third bedroom is currently used as a laundry room.,
Fully tiled bathroom with shower, double sink, design radiator and toilet.,
Finally, on the top floor, a spacious attic.,
,Particularities:,
,
,Rent price: €3.000, - exclusief. ,
,Available per 15-01-2025,
,Furnished,
,Balcony and a spacious roof terrace,
,Two floors and an attic,
,Model A, indefinite contract with a minimum rental period of 12 months. ,
,
,Accessibility,
There are good public transport connections (tram, bus, metro and train). City bus 15 connects you directly with Amsterdam Station Zuid and Sloterdijk and with tram 2 you can easily travel to Amsterdam Central. The accessibility by car or motorcycle is also very favorable: the Ring A10 can be reached within a few minutes. Within 10 minutes by bike you reach the center of Amsterdam. Do you often have to go abroad? Schiphol is only 20 minutes away. In short: you cannot live in a nicer environment.,
,Protocol for allocation of rental properties to prospective tenants:,
******,
                            ",,Flat,D,,For rent: Flat Hillegomstraat in Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/88c7aa06/hillegomstraat,Furnished,1,3,4,2024-11-20 00:00:00,,3000.0,"Upstairs apartment, Apartment",,Includes: Service costs,,For rent,1900
1181 VZ (Stadshart),Amstel Makelaardij o.g.,https://www.pararius.com/real-estate-agents/amstelveen/amstel-makelaardij-o-g,130 m²,In consultation,Not present,Existing building,,"
                ,Description,

                                                        ,Conveniently located apartment for rent in Amstelveen with 3 bedrooms in the Stadshart district.,
                            ",,Flat,A,Not present,For rent: Flat Wisselstroom 23 in Amstelveen,https://www.pararius.com/apartment-for-rent/amstelveen/1e4bc63b/wisselstroom,Upholstered,2,3,4,2024-11-20 00:00:00,,3350.0,"Staircase-accessed flat, Apartment",,Includes: Service costs,,For rent,2018
2711 DV (Stadscentrum),Kolpa V.V.S. Beheer,https://www.pararius.com/real-estate-agents/rotterdam/kolpa-v-v-s-beheer,40 m²,2025-01-01 00:00:00,Not present,Existing building,,"
                ,Description,

                                                        ,Studio for rent in Zoetermeer with 1 bedroom in the Stadscentrum district.,
                            ",,Studio,A,Not present,For rent: Studio Engelandlaan 92 in Zoetermeer,https://www.pararius.com/studio-for-rent/zoetermeer/f65e1cb3/engelandlaan,Shell,1,1,1,2024-11-20 00:00:00,,840.0,Studio,,,,For rent,1994
2514 CJ (Voorhout),The Hague Real Estate Services,https://www.pararius.com/real-estate-agents/den-haag/the-hague-real-estate-services,154 m²,2024-12-02 00:00:00,Not present,Existing building,,"
                ,Description,

                                                        ,Denneweg 84 The Hague ,
,High quality finished, luxuriously furnished apartment in one of the best neighborhoods of The Hague: Buurtschap 2005. The spacious living room leads you to the kitchen through beautiful steel doors. The modern kitchen is equipped with all necessary appliances, as well a wine fridge. Adjacent, a wonderful, sunny balcony. On the second floor we find three good sized bedrooms as well as two modern bathrooms. The icing on the cake: the master bedroom has a designer bathtub. Adjacent a lovely roof terrace. The apartment is surrounded by good restaurants and shops and located around the corner from the famous Lange Voorhout; the most beautiful avenue in the Netherlands. The station can easily be reached n foot or by public transport.,
,Layout:,
Closed entrance on the ground floor. With the elevator to the third floor that opens directly into the beautiful hall. From the hall access to the spacious living room. Via high, steel doors to Half open kitchen with various built-in appliances. Utility room with sufficient storage space and washing machine and dryer connection. Separate toilet. Stairs to second floor. Landing with three spacious bedrooms. Two luxurious, modern bathrooms with a shower and designer sink. Master bedroom with designer bathtub. Spacious roof terrace.,
,Features:,
,
,Very luxurious and modern,
,High quality finish,
,Beautiful designer furniture,
,Located in the vibrant city center,
,Via elevator directly in the beautiful hall,
,
,Details:,
,
,Minimum rental period is 1 year,
,Deposit required,
,Rent is excluding costs for gas, water, electricity, internet and TV,
,Available from January 5th,
,
                            ",,Flat,B,Not present,For rent: Flat Denneweg 84 in Den Haag,https://www.pararius.com/apartment-for-rent/den-haag/15e57b1c/denneweg,Furnished,2,3,4,2024-11-20 00:00:00,,5000.0,"Penthouse, Apartment",,,,For rent,1905
1071 VV (Museumkwartier),Find Real Estate,https://www.pararius.com/real-estate-agents/amsterdam/find-real-estate,105 m²,2024-12-02 00:00:00,Present,Existing building,6200.0,"
                ,Description,

                                                        ,FOR RENT: LUXURY DOUBLE UPPER HOUSE IN OLD SOUTH - CORNELIS ANTHONISZSTRAAT 28-3,
,Rental price: € 3.100 per month,
,In the heart of ,Oud-Zuid,, one of the most prestigious districts of Amsterdam, is this stylish double upper house on this quiet street, ,Cornelis Anthoniszstraat,. The house combines generous living spaces with a flexible layout, ideal for couples, small families or expats.,
,DESCRIPTION,
,Third floor,
,
,A bright ,living room,, which can easily be converted into a ,second large bedroom, by placing a partition wall.,
,A spacious ,master bedroom, with direct access to a ,balcony,.,
,A second room, perfect as a ,nursery, or ,study,.,
,A ,modern bathroom, with luxurious finishes and all the necessary amenities.,
,
,Fourth floor,
,
,A generous ,living space, with lots of light, ideal as a living room or entertainment room.,
,An ,open kitchen, equipped with modern appliances, perfect for cooking enthusiasts.,
,A charming ,terrace,, where you can enjoy a cup of coffee or a drink outdoors.,
,
,The home is designed to be easily adapted to your specific living needs.,
,LOCATION - OLD-SOUTH,
,This double upper house is located in one of Amsterdam's most popular neighborhoods:,
,
,Peace and convenience:, This quiet street offers a serene environment, while all amenities are within walking distance.,
,Culture and nature:, Enjoy the nearby ,Vondelpark, and ,Museumplein,, with world-famous museums such as the Rijksmuseum and Van Gogh Museum.,
,Stores and restaurants:, Trendy boutiques and cozy eateries can be found in the ,Cornelis Schuytstraat, and surroundings.,
,Excellent accessibility:, Good connections with public transport and convenient access to highways.,
,
,DETAILS,
,
,Rental price:, € 3,100 per month, excluding service costs.,
,Spacious and flexible layout:, Possibility to create an extra bedroom.,
,Light and outdoor space:, Two outdoor spaces, a balcony and a terrace.,
,Location:, Located in a quiet street with everything within easy reach.,
,
,YOUR IDEAL HOME IN OLD SOUTH,
,This double upper house offers the unique combination of ,luxury,, ,tranquility, and ,flexibility,, in the middle of one of the most sought after neighborhoods of Amsterdam. Contact us today to schedule a viewing and discover for yourself the possibilities of this beautiful home!,
                            ",,Flat,C,Not present,For rent: Flat Cornelis Anthoniszstraat in Amsterdam,https://www.pararius.com/apartment-for-rent/amsterdam/dbebaaf6/cornelis-anthoniszstraat,Furnished,1,1,4,2024-11-20 00:00:00,No,3100.0,"Upstairs apartment, Double upstairs apartment",Unlimited period,Excludes: Service costs,No,For rent,1900
6041 JV (Binnenstad),123Wonen Limburg Noord-Midden,https://www.pararius.com/real-estate-agents/sittard/123wonen-limburg-noord-midden,61 m²,2025-01-15 00:00:00,,Existing building,,"
                ,Description,

                                                        ,Available from January, there are only a few left! Please note, photos attached to ad are artist impressions. Actual photos will be added in due course.,
,Newly renovated and fully furnished, 1-bedroom flat in a fantastic location in Roermond. The flats are newly furnished and ready to move into. Perfectly and exclusively available for expats, international students and others in need of temporary accommodation.,
,Nestled in the bustling city centre, everything you could possibly need is right on your doorstep. With an array of restaurants, cafes and shops nearby, entertainment and amenities are always at your fingertips. Moreover, you have easy access to public transport, making it easy to explore the city and surrounding areas.,
,Recently fully renovated and furnished with brand new furniture. Located on the ground floor, it features modern details and high-end finishes. The open-plan living room is perfect for unwinding after a busy day, while the well-equipped kitchen makes preparing meals a breeze. The bedroom is on a split level, allowing you to enjoy spacious and comfortable accommodations for a good night's sleep.,
,Proximity to public transport makes it easy for expats to travel both within and outside the city. This accessibility facilitates commuting, exploring other parts of the Netherlands or travelling abroad.,
,Flat 61 m2 | €1,250 excluding service charges,
,Designed with de-cluttering in mind, this flat offers a fully furnished home equipped with all the conveniences and luxuries you need. With contemporary furniture and tasteful décor, this space is ready for immediate occupancy for stays of up to six months.,
,Details:,
,
,Maximum six months. It is a perfect landing spot if you arrive in the Netherlands and are looking for a long-stay flat.,
,This property is available for expats or foreign students or others looking for temporary housing.,
,Pets are not allowed,
,2 months deposit,
,Energy label A+,
,
,Further information:,
,If you are interested please contact us by sending a message directly to start your reservation.,
                            ",,Flat,A+,Present (61 m²),For rent: Flat Minderbroedersstraat in Roermond,https://www.pararius.com/apartment-for-rent/roermond/29d2e71f/minderbroedersstraat,Furnished,1,1,3,2024-11-20 00:00:00,,1250.0,"Upstairs apartment, Apartment",,,,For rent,2024
3561 HB (Taag- en Rubicondreef en omgeving),Inter Immo Amsterdam,https://www.pararius.com/real-estate-agents/amsterdam/inter-immo-amsterdam,120 m²,2025-01-10 00:00:00,Not present,Existing building,,"
                ,Description,

                                                        ,AVAILABLE FOR 7 MONTHS,
,This mid-storey house with four bedrooms and a sunny south-west facing backyard is available.,
,Environment:,
This fully furnished house with four rooms is located on the southern edge of Overvecht; a green and quiet neighborhood. Free parking in front of the door, Overvecht station and shops within walking distance, and only a 10-minute bike ride to the historic center of Utrecht. Close to arterial roads and Overvecht shopping center.,
,Ground floor:,
The entrance/hall provides access to the toilet with fountain, the stairs to the first floor and a practical basement cupboard. The bright, spacious living room has patio doors to the sunny backyard. The semi-open kitchen is equipped with various built-in appliances, including an induction hob with extractor, a dishwasher, combination microwave and a fridge-freezer combination. From the kitchen you also have direct access to the backyard.,
,1st floor:,
The landing provides access to all rooms. The master bedroom is equipped with a comfortable double bed and has plenty of wardrobe space. The second bedroom has a bunk bed, ideal for children or guests. The modern bathroom has a spacious walk-in shower and a washbasin. There is also a practical laundry room with a washing machine, dryer and extra washbasin.,
,2nd floor:,
The attic is divided into two separate rooms. In one room you will find a bedroom combined with a study area, ideal for working or studying. The other room is also furnished as a bedroom and has a desk, which provides a practical and comfortable workplace.,
,Furnished house. Available from January 10, 2025 for 7 months (Model C). Rental price: €2250.00 excl. g/w/l.,
                            ",,House,A,"Present (55 m², located on the south-west)",For rent: House Turandotdreef in Utrecht,https://www.pararius.com/house-for-rent/utrecht/dece88ea/turandotdreef,Furnished,1,4,6,2024-11-20 00:00:00,,2250.0,"Mid-terrace house, Family home",,,,For rent,1965
2021 HN (Nelson Mandelabuurt),RandstadWonen Haarlem,https://www.pararius.com/real-estate-agents/haarlem/randstadwonen-haarlem,92 m²,2024-12-02 00:00:00,Present,Existing building,1830.0,"
                ,Description,

                                                        ,Spacious 2-Bedroom Apartment with Terrace Near Station,
,This charming 2-bedroom apartment offers comfort and convenience in a prime location, just 500 meters from the railway station with excellent connections to Amsterdam. The apartment spans two floors, featuring a spacious living room on the first floor with an open kitchen that includes a cooker, fridge, and microwave/oven. Large sliding doors open onto a lovely terrace, providing an ideal space for outdoor relaxation. On the second floor, you'll find two generously sized bedrooms and a modern bathroom with both a bath and a separate shower.,
,Shops are conveniently located just around the corner, making daily errands a breeze.,
,- Please be aware that this ad may be copied and shared across various sites. For inquiries and viewings, kindly visit our official website: ******. - You can also stay updated by following RandstadWonen on Instagram, Facebook, X (formerly Twitter), and LinkedIn.,
                            ",Minimum of 12 months,Flat,C,Not present,For rent: Flat Schoterweg in Haarlem,https://www.pararius.com/apartment-for-rent/haarlem/d43a4c65/schoterweg,Upholstered,1,2,3,2024-11-20 00:00:00,No,1830.0,"Upstairs apartment, Double upstairs apartment",Unlimited period,Includes: Service costs,No,For rent,1900
